HostCorrectedName	ParasiteCorrectedName	LocationName	Citation
Cynomys leucurus	Oropsylla idahoensis	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys leucurus	Oropsylla tuberculata	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys leucurus	Pulex sp.	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys leucurus	Rhadinopsylla sectilis	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys leucurus	Rhadinopsylla fraterna	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys leucurus	Thrassis pandorae	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys leucurus	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Cynomys leucurus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Cynomys leucurus	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Cynomys leucurus	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Cynomys leucurus	Eimeria ludoviciani	Near Fort Collins, Colorado	Wilber et al., 1998
Cynomys leucurus	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Cynomys leucurus	Eimeria spermophili	NORTH AMERICA	Wilber et al., 1998
Cynomys leucurus	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Cynomys leucurus	Eimeria vilasi	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Seville, 1997
Cynomys leucurus	Eimeria beecheyi	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Seville, 1997
Cynomys leucurus	Eimeria callospermophili	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Seville, 1997
Cynomys leucurus	Eimeria lateralis	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Seville, 1997
Cynomys leucurus	Eimeria vilasi	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Seville, 1997
Cynomys leucurus	Eimeria spermophili	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Seville, 1997
Cynomys leucurus	Eimeria cynomysis	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Seville, 1997
Cynomys leucurus	Yersinia pestis	Southeastern Wyoming	Ubico et al., 1988
Cynomys leucurus	Eimeria ludoviciani	Wyoming	Seville & Williams, 1989
Cynomys leucurus	Eimeria beecheyi	11km south of Laramie Wyoming	Shults et al., 1990
Cynomys leucurus	Eimeria vilasi	11km south of Laramie Wyoming	Shults et al., 1990
Cynomys leucurus	Eimeria cynomysis	11km south of Laramie Wyoming	Shults et al., 1990
Cynomys leucurus	Eimeria lateralis	11km south of Laramie Wyoming	Shults et al., 1990
Cynomys leucurus	Yersinia pestis	Meeteetse	Antolin et al., 2002
Cynomys leucurus	Oropsylla tuberculata	Wyoming	Barnes, 1993
Cynomys leucurus	Oropsylla tuberculata	Northern Colorado	Barnes, 1993
Cynomys leucurus	Oropsylla hirsuta	Wyoming	Barnes, 1993
Cynomys leucurus	Oropsylla hirsuta	Northern Colorado	Barnes, 1993
Cynomys leucurus	Oropsylla labis	Wyoming	Barnes, 1993
Cynomys leucurus	Oropsylla labis	Northern Colorado	Barnes, 1993
Cynomys leucurus	Yersinia pestis	Coyote Basin and Kennedy Wash, Utah	Biggins et al 2010
Cynomys leucurus	Yersinia pestis	Coyote Basin and Kennedy Wash, Utah	Biggins et al 2010
Cynomys leucurus	Yersinia pestis	Coyote Basin and Kennedy Wash, Utah	Biggins et al 2010
Cynomys leucurus	Yersinia pestis	Coyote Basin and Kennedy Wash, Utah	Biggins et al 2010
Cynomys ludovicianus	Eimeria cynomysis	Northern Colorado	Seville & Williams, 1989
Cynomys ludovicianus	Eimeria lateralis	Northern Colorado	Seville & Williams, 1989
Cynomys ludovicianus	Eimeria ludoviciani	Northern Colorado	Seville & Williams, 1989
Cynomys ludovicianus	Yersinia pestis	UNITED STATES	Ubico et al., 1988
Cynomys ludovicianus	Eimeria lateralis	Not reported	Shults et al., 1990
Cynomys ludovicianus	Eimeria lateralis	Larimer County, Colorado	Shults et al., 1990
Cynomys ludovicianus	Dermacentor variabilis	Kansas	Brillhart et al., 1994
Cynomys ludovicianus	Eimeria cynomysis	Not reported	Seville, 1997
Cynomys ludovicianus	Eimeria lateralis	Not reported	Seville, 1997
Cynomys ludovicianus	Eimeria ludoviciani	Not reported	Seville, 1997
Cynomys ludovicianus	Eimeria sp.	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Eimeria lateralis	Wyoming	Seville & Patrick, 2001
Cynomys ludovicianus	Eimeria vilasi	Wyoming	Seville & Patrick, 2001
Cynomys ludovicianus	Yersinia pestis	UNITED STATES	Cully, Jr. & Williams, 2001
Cynomys ludovicianus	Aetheca exilis	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys ludovicianus	Oropsylla hirsuta	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys ludovicianus	Oropsylla tuberculata	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys ludovicianus	Pulex sp.	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys ludovicianus	Thrassis fotus	Moreno Valley of north-central New Mexico	Cully, Jr. & Williams, 2001
Cynomys ludovicianus	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Cynomys ludovicianus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Cynomys ludovicianus	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Cynomys ludovicianus	Eimeria cynomysis	Near Fort Collins, Colorado	Wilber et al., 1998
Cynomys ludovicianus	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Cynomys ludovicianus	Eimeria ludoviciani	Near Fort Collins, Colorado	Wilber et al., 1998
Cynomys ludovicianus	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Cynomys ludovicianus	Eimeria pseudospermophili	NORTH AMERICA	Wilber et al., 1998
Cynomys ludovicianus	Eimeria spermophili	NORTH AMERICA	Wilber et al., 1998
Cynomys ludovicianus	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Cynomys ludovicianus	Eimeria vilasi	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Eimeria beecheyi	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Eimeria callospermophili	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Eimeria lateralis	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Eimeria vilasi	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Eimeria spermophili	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Eimeria pseudospermophili	Casper, Wyoming	Seville, 1997
Cynomys ludovicianus	Yersinia pestis	Western Kansas	Cully, Jr. & Williams, 2001
Cynomys ludovicianus	Yersinia pestis	Texas	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Colorado	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Wind Cave National Park, near Hot Springs	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Phillips County, Montana	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Panhandle of Oklahoma	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Beaver County, Oklahoma	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Cimarron County, Oklahoma	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Cimarron National Grassland, Kansas	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Pawnee National Grassland	Antolin et al., 2006
Cynomys ludovicianus	Yersinia pestis	Pawnee National Grassland	Antolin et al., 2002
Cynomys ludovicianus	Yersinia pestis	Comanche National Grasland. Baca County	Augustine et al., 2008
Cynomys ludovicianus	Yersinia pestis	Pawnee National Grassland	Augustine et al., 2008
Cynomys ludovicianus	Yersinia pestis	Northern Phillips County, Montana	Augustine et al., 2008
Cynomys ludovicianus	Yersinia pestis	Comanche National Grasland. Baca County	Augustine et al., 2008
Cynomys ludovicianus	Yersinia pestis	Oglala National Grassland, Nebraska	Augustine et al., 2008b
Cynomys ludovicianus	Francisella tularensis	Texas	Avashia et al., 2004
Cynomys ludovicianus	Bartonella washoensis	Boulder County, Colorado	Bai et al., 2008
Cynomys ludovicianus	Bartonella washoensis	Boulder County, Colorado	Bai et al., 2008
Cynomys ludovicianus	Oropsylla tuberculata	Rocky Mountain National Park, Colorado	Barnes, 1993
Cynomys ludovicianus	Oropsylla tuberculata	Western Texas	Barnes, 1993
Cynomys ludovicianus	Oropsylla tuberculata	Oklahoma	Barnes, 1993
Cynomys ludovicianus	Oropsylla tuberculata	Kansas	Barnes, 1993
Cynomys ludovicianus	Oropsylla hirsuta	Rocky Mountain National Park, Colorado	Barnes, 1993
Cynomys ludovicianus	Oropsylla hirsuta	Western Texas	Barnes, 1993
Cynomys ludovicianus	Oropsylla hirsuta	Oklahoma	Barnes, 1993
Cynomys ludovicianus	Oropsylla hirsuta	Kansas	Barnes, 1993
Cynomys ludovicianus	Yersinia pestis	Northern Montana	Biggins et al 2010
Cynomys ludovicianus	Yersinia pestis	Northern Montana	Biggins et al 2010
Cynomys ludovicianus	Yersinia pestis	Northern Montana	Biggins et al 2010
Cynomys ludovicianus	Yersinia pestis	Boulder County, Colorado	Brinkerhoff et al 2010
Cynomys ludovicianus	Oropsylla hirsuta	Boulder County, Colorado	Brinkerhoff et al 2006
Cynomys ludovicianus	Oropsylla tuberculata	Boulder County, Colorado	Brinkerhoff et al 2006
Cynomys ludovicianus	Pulex sp.	Boulder County, Colorado	Brinkerhoff et al 2006
Cynomys ludovicianus	Pulex simulans	Boulder County, Colorado	Brinkerhoff et al 2006
Cynomys ludovicianus	Yersinia pestis	Boulder County, Colorado	Brinkerhoff et al 2011
Cynomys ludovicianus	Raillietina salmoni	Cimarron County, Oklahoma	Buscher & Tyler 1975
Cynomys ludovicianus	Raillietina salmoni	Harper County, Oklahoma	Buscher & Tyler 1975
Cynomys ludovicianus	Raillietina salmoni	Woods County, Oklahoma	Buscher & Tyler 1975
Cynomys ludovicianus	Raillietina salmoni	Grant County, Oklahoma	Buscher & Tyler 1975
Cynomys ludovicianus	Raillietina sp.	Jackson County, Oklahoma	Buscher & Tyler 1975
Cynomys ludovicianus	Monkeypox Virus	NORTH AMERICA	Caroll et al 2013
Cynomys ludovicianus	Oropsylla hirsuta	UNITED STATES	Buhnerkempe et al 2011
Cynomys ludovicianus	Yersinia pestis	Pawnee National Grassland	Buhnerkempe et al 2011
Cynomys ludovicianus	Yersinia pestis	Boulder County, Colorado	Collinge et al 2005
Cynomys ludovicianus	Yersinia pestis	Phillips County, Montana	Collinge et al 2005
Cynomys ludovicianus	Opisocrostis hirsutus	Conata Basin, Buffalo Gap, National Grassland	Creekmore et al 2002
Cynomys ludovicianus	Linognathoides cynomyis	Conata Basin, Buffalo Gap, National Grassland	Creekmore et al 2002
Cynomys ludovicianus	Ixodes sculptus	Conata Basin, Buffalo Gap, National Grassland	Creekmore et al 2002
Cynomys ludovicianus	Yersinia pestis	Conata Basin, Buffalo Gap, National Grassland	Cully et al 2010
Cynomys ludovicianus	Yersinia pestis	Wind Cave National Park, near Hot Springs	Cully et al 2010
Cynomys ludovicianus	Yersinia pestis	Cimarron National Grassland, Kansas	Cully et al 2010
Cynomys ludovicianus	Yersinia pestis	Comanche National Grasland. Baca County	Cully et al 2010
Cynomys ludovicianus	Yersinia pestis	Kiowa/Rita Blanca National Grassland	Cully et al 2010
Cynomys ludovicianus	Yersinia pestis	Thunder Basin National Grassland	Cully et al 2010
Cynomys ludovicianus	Oropsylla hirsuta	Cimarron National Grassland, Kansas	Cully et al 2000
Cynomys ludovicianus	Thrassis fotus	Cimarron National Grassland, Kansas	Cully et al 2000
Cynomys ludovicianus	Pulex sp.	Cimarron National Grassland, Kansas	Cully et al 2000
Cynomys parvidens	Yersinia pestis	UNITED STATES	Ubico et al., 1988
Cynomys parvidens	Yersinia pestis	Southern Utah	Biggins et al 2010
Cynomys parvidens	Yersinia pestis	Southern Utah	Biggins et al 2010
Cynomys parvidens	Yersinia pestis	Southern Utah	Biggins et al 2010
Cynomys parvidens	Yersinia pestis	Southern Utah	Biggins et al 2010
Cynomys parvidens	Yersinia pestis	Southern Utah	Biggins et al 2010
Cynomys sp.	Lyssavirus sp.	UNITED STATES	Childs et al., 1997
Cynomys sp.	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Cynomys sp.	Ochlerotatus triseriatus	Iowa County, Wisconsin	Burkot & Defoliart 1982
Cynomys sp.	Monkeypox Virus	Illinois	Centers for Disease, Control Prevention 2003
Cynomys sp.	Monkeypox Virus	Indiana	Centers for Disease, Control Prevention 2003
Cynomys sp.	Monkeypox Virus	Wisconsin	Centers for Disease, Control Prevention 2003
Dremomys pernyi	Spuropsylla monoseta	Western Yunnan	Li et al., 1982
Dremomys rufigenis	Macrostylophora perplexa	An Khe, Gia-Lai Province	Beaucournu & Sountsov, 1999
Tamias amoenus	Opisodasys keeni	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias amoenus	Oropsylla idahoensis	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias amoenus	Malaraeus telchinus	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias amoenus	Aetheca wagneri	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias amoenus	Ceratophyllus ciliatus	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias amoenus	Aetheca eumolpi	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias amoenus	Peromyscopsylla sp.	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias amoenus	Androlaelaps fahrenholzi	Oregon, Union County	Whitaker, Jr. & Maser, 1985
Tamias amoenus	Proctolaelaps sp.	Oregon, Union County	Whitaker, Jr. & Maser, 1985
Tamias amoenus	Androlaelaps fahrenholzi	Oregon	Whitaker, Jr. & Maser, 1985
Tamias amoenus	Heteroxynema cucullatum	Colorado	Archie et al., 1988
Tamias amoenus	Hantavirus sp.	Mammoth Lakes, California	Turell et al., 1995
Tamias amoenus	Colorado tick fever	Bitterroot Valley near Hamilton, Montana	Bowen et al 1981
Tamias amoenus	Colorado tick fever	California	Bowen et al 1981
Tamias amoenus	Colorado tick fever	Not reported	Bowen et al 1981
Tamias amoenus	Colorado tick fever	Bitterroot Valley near Hamilton, Montana	Burgdorfer & Eklund 1960
Tamias amoenus	Colorado tick fever	Bitterroot Valley near Hamilton, Montana	Burgdorfer & Eklund 1960
Tamias amoenus	Colorado tick fever	Bitterroot Valley near Hamilton, Montana	Burgdorfer & Eklund 1960
Tamias sibiricus	Eimeria beecheyi	JAPAN	Hill & Duszynski, 1986
Tamias canipes	Eimeria vilasi	Eddy County, New Mexico	Hill & Duszynski, 1986
Tamias canipes	Eimeria beecheyi	Eddy County, New Mexico	Hill & Duszynski, 1986
Tamias canipes	Eimeria vilasi	Lincoln County, New Mexico	Hill & Duszynski, 1986
Tamias canipes	Eimeria beecheyi	Lincoln County, New Mexico	Hill & Duszynski, 1986
Tamias dorsalis	Eimeria vilasi	3.2km N.E. of Rustler Park, Cochise County, Arizona	Hill & Duszynski, 1986
Tamias dorsalis	Eimeria beecheyi	3.2km N.E. of Rustler Park, Cochise County, Arizona	Hill & Duszynski, 1986
Tamias dorsalis	Eimeria tamiasciuri	Cochise County, Arizona	Hill & Duszynski, 1986
Tamias dorsalis	Eimeria eutamiae	Arizona	Hill & Duszynski, 1986
Tamias dorsalis	Colorado tick fever	Not reported	Bowen et al 1981
Tamias merriami	Eimeria vilasi	Los Angeles County, California	Hill & Duszynski, 1986
Tamias merriami	Eimeria tamiasciuri	Riverside County, California	Hill & Duszynski, 1986
Tamias merriami	Eimeria vilasi	Riverside County, California	Hill & Duszynski, 1986
Tamias minimus	Flavivirus sp.	Fort McMurray, Alberta	Zarnke & Yuill, 1985
Tamias minimus	Ixodes scapularis	Wisconsin	Godsey, Jr. et al., 1987
Tamias minimus	Syphacia eutamii	Minnesota	Archie et al., 1988
Tamias minimus	Hantavirus sp.	Mammoth Lakes, California	Turell et al., 1995
Tamias minimus	Ixodes sp.	White Swan, Yakima County 	Bacon et al 1959
Tamias minimus	Colorado tick fever	Rocky Mountain National Park, Colorado	Bowen et al 1981
Tamias minimus	Colorado tick fever	Rocky Mountain National Park, Colorado	Carey et al 1980
Tamias minimus	Dermacentor andersoni	Rocky Mountain National Park, Colorado	Carey et al 1980
Tamias minimus	Ixodes sculptus	Rocky Mountain National Park, Colorado	Carey et al 1980
Tamias minimus	Ixodes spinipalpis	Rocky Mountain National Park, Colorado	Carey et al 1980
Tamias obscurus	Eimeria vilasi	Baja California Norte	Hill & Duszynski, 1986
Tamias obscurus	Eimeria beecheyi	Riverside County, California	Hill & Duszynski, 1986
Tamias obscurus	Eimeria tamiasciuri	Baja California Norte	Hill & Duszynski, 1986
Tamias obscurus	Eimeria lateralis	Baja California Norte	Hill & Duszynski, 1986
Tamias obscurus	Eimeria vilasi	Riverside County, California	Hill & Duszynski, 1986
Tamias obscurus	Eimeria vilasi	San Bernardino County, California	Hill & Duszynski, 1986
Tamias palmeri	Pterygodermatites coloradensis	Mount Charleston area, Lincoln county, Nevada	Archie et al., 1988
Tamias palmeri	Syphacia eutamii	Pahrump and higher elevations of Mt. Charleston, Nevada	Archie et al., 1988
Tamias panamintinus	Syphacia eutamii	Pahrump and higher elevations of Mt. Charleston, Nevada	Archie et al., 1988
Tamias quadrivittatus	Pterygodermatites coloradensis	UNITED STATES	Archie et al., 1988
Tamias quadrivittatus	Epitedia stanfordi	Mesa Verde National Park, Colorado	Beck 1966
Tamias quadrivittatus	Malaraeus sinomus	Mesa Verde National Park, Colorado	Beck 1966
Tamias quadrivittatus	Malaraeus telchinus	Mesa Verde National Park, Colorado	Beck 1966
Tamias quadrivittatus	Megaroglossus procus	Mesa Verde National Park, Colorado	Beck 1966
Tamias quadrivittatus	Aetheca eumolpi	Mesa Verde National Park, Colorado	Beck 1966
Tamias quadrivittatus	Aetheca wagneri	Mesa Verde National Park, Colorado	Beck 1966
Tamias quadrivittatus	Peromyscopsylla hesperomys	Mesa Verde National Park, Colorado	Beck 1966
Tamias senex	Opisodasys keeni	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias senex	Aetheca wagneri	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias senex	Aetheca eumolpi	Bend, Deschutes County, Oregon	Hopkins, 1985
Tamias sibiricus	Ixodes persulcatus	22nd Forestry Center, Hailin County, Heilongjiang Province	Ai et al., 1991
Tamias sp.	Heteroxynema cucullatum	Utah	Archie et al., 1988
Tamias sp.	Heteroxynema cucullatum	Nye, Esmeralda, Lincoln, and Clark Counties, Nevada	Archie et al., 1988
Tamias speciosus	Hantavirus sp.	Mammoth Lakes, California	Turell et al., 1995
Tamias striatus	Spirura michiganensis	Michigan	Anderson et al 1993
Tamias townsendii	Dermacarus jonesi	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Dermacarus spermophilus	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Glycyphagus hypudaei	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Alphalaelaps aplodontiae	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Hirstionyssus affinis	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Eubrachylaelaps debilis	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Eulaelaps stabularis	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Haemogamasus occidentalis	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Haemogamasus reidi	Oregon	Whitaker, Jr. & Maser, 1985
Tamias townsendii	Eimeria vilasi	Clallan County, Washington	Hill & Duszynski, 1986
Tamias townsendii	Eimeria beecheyi	Clallan County, Washington	Hill & Duszynski, 1986
Tamias umbrinus	Colorado tick fever	Rocky Mountain National Park, Colorado	Bowen et al 1981
Tamias umbrinus	Colorado tick fever	Rocky Mountain National Park, Colorado	Carey et al 1980
Tamias umbrinus	Dermacentor andersoni	Rocky Mountain National Park, Colorado	Carey et al 1980
Tamias umbrinus	Ixodes sculptus	Rocky Mountain National Park, Colorado	Carey et al 1980
Tamias umbrinus	Ixodes spinipalpis	Rocky Mountain National Park, Colorado	Carey et al 1980
Xerus erythropus	Trypanosoma xeri	Thies region of Senegal	Ranque, 1977
Funambulus palmarum	Trypanosoma indicum	INDIA	Ranque, 1977
Funambulus palmarum	Oxynema indica	Lucknow	Gupta & Jaiswal, 1985
Funambulus palmarum	Orthohepadnavirus sp.	Around Lucknow	Mehrotra & Mehrotra, 1987
Funambulus pennantii	Hymenolepis pennanti	Jodhpur	Neb & Nama, 1993
Funambulus pennantii	Vampirolepis fraterna	Jodhpur	Neb & Nama, 1993
Funambulus pennantii	Paraheterakis gubernaculi	Jodhpur	Neb & Nama, 1993
