HostCorrectedName	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	ParasiteType	CloseT	Sexual	Vertical	Nonclose	Vector	Intermediate
Spermophilus elegans	Strongyloides robustus	Saskatchewan	-106.451	52.9399	2	4		0	0	0	1	0	0
Spermophilus tridecemlineatus	Strongyloides robustus	Saskatchewan	-106.451	52.9399	2	4		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	University Lodge on the Campus of Indiana Unversity of Pennsylvania	-79.1582	40.6169	3	2		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Fort Stewart Military Reservation, Georgia	-81	32	1	2		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Connecticut	-27.6664	41.6669	2	3		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Florida	-82.5	28.7503	2	4		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Pennsylvania	-77.1945	41.2033	2	4		0	0	0	1	0	0
Sciurus griseus	Strongyloides robustus	Southeastern United States	-85.6052	34.9847	4	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Florida	-82.5	28.7503	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Maryland	-76.7497	39.0003	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Michigan	-85.5003	44.2503	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Wisconsin	-88.7879	43.7844	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Kansas	-98.5006	38.5003	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Tennessee	-86.5805	35.5175	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Virginia	-80.5	38.5003	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Wisconsin	-88.7879	43.7844	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Maryland	-76.7497	39.0003	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Connecticut	-27.6664	41.6669	2	3		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Pennsylvania	-77.1945	41.2033	2	4		0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	Virginia	-80.5	38.5003	2	4		0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	Florida	-82.5	28.7503	2	4		0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	Pennsylvania	-77.1945	41.2033	2	4		0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	North Carolina	-80.0003	35.5006	2	4		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Virginia	-80.5	38.5003	2	4		0	0	0	1	0	0
Marmota monax	Strongyloides sp.	Maryland	-76.7497	39.0003	2	4		0	0	0	1	0	0
Marmota monax	Strongyloides sp.	Tompkins County, Finger Lakes Region, New York	-76.4736	42.4519	2	2		0	0	0	1	0	0
Rhinosciurus laticaudatus	Subulura andersoni	Ulu Endau, Johore	103.368	2.5386	2	2	Helminth	0	0	0	0	0	1
Callosciurus nigrovittatus	Subulura andersoni	Sabah	116.797	5.4204	2	3	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Subulura citelli	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Subulura citelli	Tuva	95.6262	51.8872	4	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Subulura citelli	Buryatia	109	53	2	4	Helminth	0	0	0	0	0	1
Tamias panamintinus	Syphacia eutamii	Pahrump and higher elevations of Mt. Charleston, Nevada	-115.896	36.2485	3	2							
Tamias minimus	Syphacia eutamii	Minnesota	-94.2506	46.25	2	4							
Tamias palmeri	Syphacia eutamii	Pahrump and higher elevations of Mt. Charleston, Nevada	-115.896	36.2485	3	2							
Lariscus insignis	Syphacia insignis	Ulu Endau, Johore	103.368	2.5386	2	2							
Funambulus pennantii	Syphacia pennanti	Jodhpur	73.0243	26.239	2	2							
Funambulus pennantii	Syphacia pennanti	Jodhpur	73.0243	26.239	2	2							
Sciurus vulgaris	Syphacia sp.	Brest and Gomel regions	27.453	52.348	4	4							
Glaucomys volans	Syphacia thompsoni	Fort Stewart Military Reservation, Georgia	-81	32	1	2							
Glaucomys volans	Syphacia thompsoni	Virginia	-80.5	38.5003	2	4							
Glaucomys volans	Syphacia thompsoni	Florida	-82.5	28.7503	2	4							
Glaucomys volans	Syphacia thompsoni	Virginia	-80.5	38.5003	2	4							
Glaucomys sabrinus	Syphacia thompsoni	Virginia	-80.5	38.5003	2	4							
Glaucomys volans	Syphacia thompsoni	Connecticut	-27.6664	41.6669	2	3							
Sciurus griseus	Syphacia thompsoni	Southeastern United States	-85.6052	34.9847	4	4							
Marmota monax	Taenia crassiceps	Ontario	-85.3228	51.2536	2	4		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	Tompkins County, Finger Lakes Region, New York	-76.4736	42.4519	2	2		0	0	0	1	0	0
Sciurus vulgaris	Taenia crassiceps	Brest and Gomel regions	27.453	52.348	4	4		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	Woodbridge, Ontario	-79.6	43.7833	1	0		0	0	0	1	0	0
Tamias striatus	Taenia crassiceps	NORTH AMERICA	-105.255	54.526	2	4		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	Central New York and Maryland	-76.596	40.7596	2	4		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	CANADA	-113.643	60.1086	2	4		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	Pennsylvania	-77.1945	41.2033	2	4		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	Maryland	-76.7497	39.0003	2	4		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	New York	-74.0058	40.7142	2	2		0	0	0	1	0	0
Marmota monax	Taenia crassiceps	Maryland	-76.7497	39.0003	2	4		0	0	0	1	0	0
Cynomys leucurus	Taenia mustelae	Meeteetse, Park County, Wyoming1	-109.083	44.1283	1	2		0	0	0	1	0	0
Marmota monax	Taenia mustelae	Ontario	-85.3228	51.2536	2	4		0	0	0	1	0	0
Marmota monax	Taenia mustelae	Tompkins County, Finger Lakes Region, New York	-76.4736	42.4519	2	2		0	0	0	1	0	0
Spermophilus undulatus	Taenia solium	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4		0	0	0	0	0	1
Tamias striatus	Tamiophila grandis	19km outside Sherbrooke, Quebec	-71.8824	45.401	3	2							
Tamias striatus	Tamiophila grandis	South Fox Island, Lake Michigan	-85.855	45.4172	2	2							
Tamias striatus	Tamiophila grandis	Dickinson County, approx. 13km east of Sagola, Michigan	-87.9086	46.0828	3	2							
Tamias striatus	Tamiophila grandis	NORTH AMERICA	-105.255	54.526	2	4							
Tamias striatus	Tamiophila grandis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Tamias striatus	Tamiophila grandis	South Manitou Island, Lake Michigan	-86.125	45.0208	2	2							
Sciurus vulgaris	Tarsopsylla octodecimdentata	Poljanska dolina	14.2	46.1333	2	2							
Sciurus vulgaris	Tarsopsylla octodecimdentata	Riding Mill	-1.97306	54.9486	2	2							
Sciurus vulgaris	Tarsopsylla octodecimdentata	Ljubljana, environs, Solvenija	14.5081	46.0564	2	2							
Sciurus vulgaris	Tarsopsylla octodecimdentata	Sencur, Voglje	14.4366	46.2144	2	2							
Cynomys gunnisoni	Thrassis bacchi	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Spermophilus tridecemlineatus	Thrassis bacchi	Wisconsin	-88.7879	43.7844	2	4							
Cynomys ludovicianus	Thrassis fotus	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Marmota monax	Toxoplasma gondii	Pennsylvania	-77.1945	41.2033	2	4							
Marmota monax	Toxoplasma gondii	Cambria, Pennsylvania	-78.7476	40.4894	2	3							
Marmota monax	Toxoplasma gondii	Clearfield County, Pennsylvania	-78.5661	40.952	2	2							
Marmota monax	Toxoplasma gondii	Elk, Pennsylvania	-78.5661	41.4285	2	2							
Marmota monax	Toxoplasma gondii	Indiana County, Pennsylvania	-79.1097	40.6851	2	2							
Marmota monax	Toxoplasma gondii	Jefferson, Pennsylvania	-79.932	40.2912	2	2							
Marmota monax	Toxoplasma gondii	Lancaster County, Pennsylvania	-76.1784	40.0467	2	2							
Marmota monax	Toxoplasma gondii	Lehigh, Pennsylvania	-75.5742	40.652	2	2							
Marmota monax	Toxoplasma gondii	Potter, Pennsylvania	-77.8367	41.6683	2	2							
Spermophilus undulatus	Trichuris citellorum	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4							
Spermophilus undulatus	Trichuris citellorum	Yakutia	124.124	66.7614	2	4							
Spermophilus undulatus	Trichuris muris	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4							
Marmota monax	Trichostrongylus axei	Tompkins County, Finger Lakes Region, New York	-76.4736	42.4519	2	2							
Marmota monax	Trichostrongylus calcaratus	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus vulgaris	Trichostrongylus retortaeformis	SPAIN	-3.74922	40.4637	2	4							
Spermophilus musicus	Trichouropoda sp.	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus pygmaeus	Trichouropoda sp.	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Funambulus palmarum	Trypanosoma indicum	INDIA	79	22	2	4	Protozoa	0	0	0	0	1	0
Funisciurus congicus	Trypanosoma sciuri	ZAIRE	23.5	-2.5	2	4	Protozoa	0	0	0	0	1	0
Heliosciurus gambianus	Trypanosoma sciuri	FRENCH GUINEA	-53.1258	3.93389	2	4	Protozoa	0	0	0	0	1	0
Xerus erythropus	Trypanosoma xeri	Thies region of Senegal	-16.9243	14.8047	2	3	Protozoa	0	0	0	0	1	0
Funambulus pennantii	Vampirolepis fraterna	Jodhpur	73.0243	26.239	2	2							
Funambulus pennantii	Vampirolepis fraterna	Jodhpur	73.0243	26.239	2	2							
Cynomys gunnisoni		Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Marmota monax		New York	-74.0058	40.7142	2	2							
Cynomys leucurus	Yersinia pestis	Southeastern Wyoming	-105.78	42.076	3	4	Bacteria	1	0	0	0	1	0
Spermophilus elegans	Yersinia pestis	UNITED STATES	-95.7129	37.0902	2	4	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	Meeteetse, Park County, Wyoming	-108.871	44.1569	2	2	Bacteria	1	0	0	0	1	0
Cynomys gunnisoni	Yersinia pestis	UNITED STATES	-95.7129	37.0902	2	4	Bacteria	1	0	0	0	1	0
Cynomys ludovicianus	Yersinia pestis	UNITED STATES	-95.7129	37.0902	2	4	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	UNITED STATES	-95.7129	37.0902	2	4	Bacteria	1	0	0	0	1	0
Cynomys parvidens	Yersinia pestis	UNITED STATES	-95.7129	37.0902	2	4	Bacteria	1	0	0	0	1	0
Spermophilus armatus	Yersinia pestis	Yellowstone National Park, Wyoming	-110.649	44.5069	2	3	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	Albany, Wyoming	-106.131	41.1842	2	3	Bacteria	1	0	0	0	1	0
Sciurus niger	Yersinia pestis	Laramie, Wyoming	-105.139	41.3096	4	2	Bacteria	1	0	0	0	1	0
Spermophilus elegans	Yersinia pestis	Niobrara, Wyoming	-104.483	43.05	2	3	Bacteria	1	0	0	0	1	0
Spermophilus tridecemlineatus	Yersinia pestis	Hutton Lake Wildlife Refuge, Laramie, Wyoming	-105.667	41.8333	1	1	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	Meeteetse, Park County, Wyoming4	-109.117	44.1167	1	1	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	Meeteetse, Park County, Wyoming4	-109.117	44.1167	1	1	Bacteria	1	0	0	0	1	0
Spermophilus alashanicus	Yersinia pestis	Haiyuan County, Ganning loess plateau	105.643	36.565	3	3	Bacteria	1	0	0	0	1	0
Cynomys ludovicianus	Yersinia pestis	UNITED STATES	-95.7129	37.0902	2	4	Bacteria	1	0	0	0	1	0
Spermophilus beecheyi	Yersinia pestis	Berkeley hills, California	-122.239	37.883	2	2	Bacteria	1	0	0	0	1	0
Spermophilus beecheyi	Yersinia pestis	Yellowstone National Park, Wyoming	-110.649	44.5069	2	3	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	Southeastern Wyoming	-105.78	42.076	3	4	Bacteria	1	0	0	0	1	0
Cynomys gunnisoni	Yersinia pestis	New Mexico	-105.87	34.5199	2	4	Bacteria	1	0	0	0	1	0
Spermophilus pygmaeus	Yersinia pestis	Northwestern Caspian Territory, Caucasus	45	43.5852	3	4	Bacteria	1	0	0	0	1	0
Cynomys ludovicianus	Yersinia pestis	Western Kansas	-100.233	38.5445	2	4	Bacteria	1	0	0	0	1	0
Cynomys leucurus	Yersinia pestis	Southeastern Wyoming	-105.78	42.076	3	4	Bacteria	1	0	0	0	1	0
Spermophilus elegans	Yersinia pestis	Niobrara, Wyoming	-104.483	43.05	2	3	Bacteria	1	0	0	0	1	0
Spermophilus tridecemlineatus	Yersinia pestis	Niobrara, Wyoming	-104.483	43.05	2	3	Bacteria	1	0	0	0	1	0
